session_id,cnt
913,2
945,2
947,2
948,2
952,2
960,2
965,2
978,2
980,2
982,2
988,2
990,2
991,2
993,2
1008,2
1011,2
1015,2
1024,2
1025,2
1026,2
1027,2
1042,2
1055,2
1056,2
1059,2
1063,2
1068,2
1074,2
1089,2
1101,2
1104,2
1123,2
1126,2
1130,2
1131,2
1161,2
1230,2
1234,2
1235,2
1239,2
1242,2
1254,2
1257,2
1259,2
1262,2
1263,2
1264,2
1275,2
1288,2
1292,2
1305,2
1313,2
1318,2
1328,2
1336,2
1349,2
1353,2
1357,2
1358,2
1369,2
1370,2
1379,2
1380,2
1382,2
1383,2
1384,2
1385,2
1387,2
1388,2
1389,2
1390,2
1391,2
1392,2
1393,2
1394,2
1395,2
1396,2
1397,2
1398,2
1399,2
1400,2
1401,2
1402,2
1406,2
1409,2
1420,2
1421,2
1435,2
1436,2
1439,2
1444,2
1446,2
1450,2
1454,2
1457,2
1459,2
1461,2
1462,2
1464,2
1469,2
1473,2
1477,2
1489,2
1519,2
1522,2
1524,2
1525,2
1533,2
1534,2
1536,2
1545,2
1547,2
1548,2
1549,2
1551,2
1553,2
1555,2
1639,2
1642,2
1650,2
1663,2
1669,2
1688,2
1697,2
1698,2
1703,2
1719,2
1722,2
1727,2
1728,2
1733,2
1734,2
1756,2
1757,2
1760,2
1761,2
1769,2
1780,2
1789,2
1799,2
1802,2
1814,2
1869,2
1878,2
1994,2
2003,2
2019,2
2065,2
2075,2
2080,2
2086,2
2087,2
2089,2
2095,2
2096,2
2122,2
2123,2
2124,2
2126,2
2130,2
2136,2
2142,2
2157,2
2172,2
2186,2
2189,2
2190,2
2197,2
2205,2
2216,2
2218,2
2345,2
2363,2
2377,2
2400,2
2401,2
2403,2
2418,2
2492,2
2498,2
2501,2
2511,2
2514,2
2539,2
2540,2
2554,2
2558,2
2560,2
2566,2
2590,2
2593,2
2596,2
2606,2
2619,2
2630,2
2640,2
2643,2
2646,2
2650,2
2651,2
2653,2
2661,2
2664,2
2667,2
2678,2
2680,2
2700,2
2701,2
2703,2
2705,2
2711,2
2713,2
2717,2
2718,2
2721,2
2732,2
2739,2
2744,2
2753,2
2757,2
2759,2
2763,2
2767,2
2769,2
2791,2
2799,2
2802,2
2815,2
2822,2
2830,2
2836,2
2845,2
2854,2
3000,2
3025,2
3043,2
3086,2
3101,2
3102,2
3103,2
3105,2
3115,2
3117,2
3121,2
3122,2
3126,2
3137,2
3140,2
3227,2
3236,2
3248,2
3259,2
3262,2
3263,2
3267,2
3273,2
3280,2
3281,2
3353,2
3355,2
3356,2
3358,2
3368,2
3376,2
3395,2
3403,2
3405,2
3429,2
3432,2
3435,2
3654,2
3660,2
3686,2
3694,2
3722,2
3723,2
3734,2
3739,2
3767,2
3769,2
4057,2
4086,2
4113,2
4114,2
4132,2
4136,2
4199,2
4205,2
4217,2
4235,2
4237,2
4242,2
4247,2
45,3
46,3
50,3
76,3
77,3
88,3
90,3
96,3
121,3
140,3
185,3
198,3
211,3
232,3
243,3
254,3
260,3
278,3
284,3
288,3
289,3
291,3
295,3
304,3
305,3
313,3
330,3
337,3
358,3
362,3
367,3
381,3
414,3
417,3
488,3
492,3
503,3
506,3
527,3
530,3
540,3
544,3
545,3
565,3
586,3
597,3
611,3
627,3
649,3
650,3
660,3
665,3
684,3
695,3
697,3
699,3
707,3
716,3
723,3
746,3
748,3
777,3
787,3
792,3
802,3
810,3
818,3
837,3
844,3
848,3
851,3
857,3
875,3
877,3
931,3
941,3
954,3
961,3
962,3
969,3
970,3
986,3
992,3
1021,3
1030,3
1034,3
1065,3
1081,3
1093,3
1094,3
1099,3
1107,3
1145,3
1146,3
1157,3
1237,3
1240,3
1279,3
1286,3
1294,3
1295,3
1303,3
1310,3
1311,3
1312,3
1324,3
1331,3
1337,3
1340,3
1341,3
1350,3
1351,3
1429,3
1434,3
1440,3
1447,3
1449,3
1456,3
1480,3
1483,3
1497,3
1509,3
1514,3
1520,3
1530,3
1544,3
1635,3
1683,3
1684,3
1712,3
1715,3
1739,3
1765,3
1766,3
1798,3
1805,3
1816,3
1839,3
1852,3
1858,3
1860,3
2002,3
2012,3
2014,3
2091,3
2346,3
2358,3
2364,3
2365,3
2368,3
2382,3
2388,3
2389,3
2419,3
2478,3
2494,3
2496,3
2507,3
2529,3
2531,3
2549,3
2574,3
2578,3
2580,3
2581,3
2586,3
2591,3
2597,3
2611,3
2613,3
2614,3
2617,3
2622,3
2638,3
2660,3
2663,3
2681,3
2697,3
2698,3
2749,3
2787,3
2789,3
2792,3
2796,3
2798,3
2831,3
2833,3
2861,3
3005,3
3009,3
3020,3
3032,3
3089,3
3096,3
3107,3
3120,3
3224,3
3237,3
3244,3
3245,3
3260,3
3282,3
3285,3
3364,3
3386,3
3389,3
3411,3
3412,3
3655,3
3673,3
3690,3
3692,3
3713,3
3732,3
4076,3
4079,3
4083,3
4093,3
4129,3
4131,3
4218,3
4246,3
10,4
81,4
84,4
91,4
97,4
102,4
106,4
131,4
139,4
169,4
194,4
208,4
273,4
277,4
279,4
287,4
297,4
303,4
309,4
311,4
317,4
325,4
340,4
356,4
360,4
368,4
388,4
403,4
404,4
480,4
482,4
485,4
486,4
493,4
496,4
498,4
513,4
515,4
536,4
561,4
562,4
567,4
626,4
647,4
648,4
673,4
690,4
692,4
708,4
710,4
721,4
722,4
739,4
763,4
764,4
767,4
785,4
824,4
845,4
846,4
850,4
858,4
867,4
879,4
932,4
973,4
975,4
983,4
984,4
1005,4
1020,4
1032,4
1045,4
1062,4
1064,4
1090,4
1095,4
1120,4
1142,4
1144,4
1256,4
1265,4
1269,4
1274,4
1283,4
1285,4
1304,4
1309,4
1338,4
1346,4
1352,4
1354,4
1378,4
1414,4
1426,4
1437,4
1442,4
1453,4
1474,4
1475,4
1498,4
1503,4
1504,4
1506,4
1529,4
1537,4
1626,4
1629,4
1633,4
1636,4
1682,4
1687,4
1691,4
1731,4
1736,4
1749,4
1830,4
1838,4
1841,4
1842,4
1859,4
1865,4
1872,4
1877,4
2005,4
2022,4
2046,4
2060,4
2063,4
2066,4
2079,4
2183,4
2187,4
2192,4
2355,4
2366,4
2378,4
2379,4
2497,4
2502,4
2503,4
2505,4
2517,4
2527,4
2535,4
2568,4
2571,4
2582,4
2600,4
2602,4
2607,4
2627,4
2647,4
2655,4
2658,4
2662,4
2670,4
2764,4
2803,4
2811,4
2832,4
3008,4
3012,4
3015,4
3090,4
3093,4
3099,4
3118,4
3240,4
3243,4
3258,4
3270,4
3276,4
3354,4
3378,4
3390,4
3401,4
3653,4
3712,4
3724,4
4059,4
4067,4
4080,4
4118,4
4122,4
4123,4
4221,4
4224,4
4234,4
55,5
86,5
124,5
135,5
148,5
155,5
156,5
159,5
160,5
239,5
270,5
272,5
323,5
352,5
379,5
398,5
479,5
499,5
521,5
539,5
571,5
590,5
594,5
607,5
623,5
631,5
639,5
658,5
705,5
718,5
779,5
791,5
793,5
804,5
826,5
829,5
861,5
862,5
869,5
870,5
873,5
880,5
881,5
933,5
937,5
939,5
951,5
958,5
959,5
963,5
1012,5
1019,5
1036,5
1070,5
1106,5
1114,5
1135,5
1160,5
1231,5
1236,5
1260,5
1277,5
1297,5
1298,5
1345,5
1431,5
1476,5
1507,5
1516,5
1554,5
1664,5
1748,5
1767,5
1773,5
1854,5
2036,5
2088,5
2117,5
2158,5
2180,5
2370,5
2373,5
2387,5
2392,5
2483,5
2493,5
2500,5
2561,5
2564,5
2585,5
2589,5
2604,5
2608,5
2618,5
2634,5
2775,5
2777,5
2778,5
2804,5
2808,5
2809,5
2816,5
2849,5
3034,5
3088,5
3109,5
3123,5
3124,5
3136,5
3241,5
3271,5
3278,5
3284,5
3357,5
3387,5
3388,5
3400,5
3402,5
3430,5
3679,5
4088,5
4092,5
4116,5
4201,5
4222,5
4238,5
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
54,6
128,6
142,6
154,6
286,6
316,6
320,6
376,6
385,6
495,6
512,6
580,6
587,6
617,6
642,6
646,6
653,6
753,6
754,6
771,6
780,6
800,6
808,6
814,6
831,6
834,6
840,6
841,6
863,6
953,6
994,6
1048,6
1058,6
1069,6
1105,6
1147,6
1159,6
1244,6
1251,6
1267,6
1271,6
1282,6
1306,6
1319,6
1322,6
1335,6
1339,6
1356,6
1386,6
1430,6
1455,6
1494,6
1495,6
1502,6
1511,6
1513,6
1518,6
1521,6
1527,6
1676,6
1686,6
1693,6
1710,6
1725,6
1752,6
1762,6
1804,6
1850,6
2024,6
2030,6
2052,6
2204,6
2343,6
2362,6
2408,6
2510,6
2522,6
2523,6
2548,6
2551,6
2570,6
2572,6
2694,6
2755,6
2772,6
2779,6
2795,6
2824,6
2834,6
3002,6
3006,6
3027,6
3033,6
3044,6
3092,6
3131,6
3139,6
3238,6
3253,6
3254,6
3256,6
3269,6
3287,6
3363,6
3383,6
3384,6
3408,6
3409,6
3731,6
4082,6
4091,6
4219,6
4231,6
4334,6
9,7
52,7
74,7
101,7
153,7
186,7
259,7
268,7
280,7
307,7
324,7
328,7
335,7
346,7
603,7
605,7
634,7
686,7
711,7
719,7
735,7
756,7
762,7
813,7
819,7
876,7
910,7
929,7
950,7
967,7
968,7
972,7
979,7
996,7
1009,7
1031,7
1054,7
1078,7
1124,7
1152,7
1154,7
1252,7
1258,7
1290,7
1293,7
1296,7
1330,7
1371,7
1373,7
1404,7
1433,7
1532,7
1631,7
1640,7
1673,7
1718,7
1726,7
1730,7
1751,7
1781,7
1825,7
1855,7
2062,7
2108,7
2504,7
2518,7
2555,7
2577,7
2583,7
2748,7
2776,7
2807,7
2813,7
3040,7
3134,7
3233,7
3268,7
3393,7
3410,7
3431,7
3688,7
4087,7
4120,7
4202,7
4214,7
36,8
39,8
51,8
85,8
89,8
162,8
168,8
197,8
249,8
269,8
332,8
390,8
511,8
531,8
591,8
628,8
651,8
702,8
732,8
759,8
761,8
783,8
788,8
803,8
853,8
865,8
872,8
925,8
927,8
944,8
995,8
1007,8
1066,8
1088,8
1117,8
1119,8
1127,8
1150,8
1316,8
1413,8
1419,8
1422,8
1460,8
1491,8
1517,8
1552,8
1678,8
1679,8
1700,8
1709,8
1717,8
1753,8
1755,8
1777,8
1786,8
1794,8
1801,8
1813,8
1833,8
1996,8
2023,8
2035,8
2057,8
2064,8
2116,8
2185,8
2201,8
2206,8
2210,8
2371,8
2396,8
2420,8
2486,8
2487,8
2528,8
2530,8
2587,8
2598,8
2623,8
2786,8
2842,8
2850,8
2853,8
2862,8
3007,8
3016,8
3229,8
3242,8
3249,8
3250,8
3255,8
3286,8
3371,8
3425,8
3675,8
4210,8
4223,8
4227,8
4228,8
4232,8
4236,8
4239,8
4240,8
146,9
240,9
300,9
327,9
399,9
558,9
574,9
583,9
622,9
676,9
776,9
852,9
946,9
974,9
977,9
1002,9
1039,9
1108,9
1158,9
1255,9
1300,9
1501,9
1660,9
1671,9
1701,9
1864,9
2018,9
2061,9
2073,9
2179,9
2485,9
2536,9
2626,9
2648,9
2699,9
2742,9
2784,9
2801,9
2841,9
2860,9
3003,9
3018,9
3130,9
3133,9
3252,9
3266,9
3413,9
3691,9
4061,9
4117,9
4124,9
4135,9
4230,9
37,10
47,10
163,10
202,10
263,10
276,10
364,10
519,10
613,10
630,10
659,10
667,10
691,10
700,10
744,10
755,10
772,10
782,10
859,10
1035,10
1040,10
1121,10
1137,10
1314,10
1315,10
1441,10
1488,10
1510,10
1652,10
1677,10
1705,10
1723,10
1724,10
1828,10
1844,10
1873,10
2015,10
2070,10
2182,10
2390,10
2402,10
2506,10
2588,10
2737,10
2846,10
3026,10
3030,10
3097,10
3119,10
3239,10
3366,10
3399,10
3687,10
3689,10
4200,10
4220,10
133,11
166,11
251,11
329,11
338,11
566,11
637,11
641,11
687,11
817,11
918,11
919,11
1071,11
1080,11
1102,11
1109,11
1113,11
1116,11
1247,11
1248,11
1261,11
1299,11
1490,11
1505,11
1656,11
1665,11
1696,11
1707,11
1745,11
2029,11
2203,11
2407,11
2519,11
2520,11
2524,11
2565,11
2620,11
2754,11
2793,11
2859,11
2863,11
3095,11
3111,11
3114,11
3277,11
3362,11
3372,11
3373,11
3374,11
3665,11
3669,11
3725,11
4073,11
4119,11
75,12
127,12
144,12
187,12
238,12
267,12
339,12
386,12
533,12
636,12
678,12
694,12
806,12
812,12
815,12
955,12
999,12
1046,12
1077,12
1250,12
1291,12
1302,12
1308,12
1411,12
1443,12
1493,12
1500,12
1508,12
1675,12
1702,12
1741,12
1742,12
1771,12
1772,12
1779,12
1820,12
1881,12
1999,12
2170,12
2171,12
2367,12
2399,12
2515,12
2545,12
2550,12
2612,12
2820,12
3230,12
3246,12
3367,12
3392,12
3736,12
3766,12
4077,12
4134,12
4211,12
4225,12
80,13
173,13
315,13
413,13
600,13
682,13
713,13
743,13
942,13
964,13
1047,13
1052,13
1241,13
1343,13
1628,13
1649,13
1666,13
1763,13
1770,13
1821,13
1883,13
2629,13
2632,13
2633,13
2738,13
2810,13
2818,13
3014,13
3113,13
3365,13
3396,13
3397,13
3674,13
4104,13
68,14
147,14
167,14
230,14
237,14
298,14
322,14
334,14
609,14
747,14
758,14
768,14
786,14
987,14
1151,14
1243,14
1307,14
1377,14
1438,14
1661,14
1662,14
1672,14
1793,14
1849,14
2072,14
2076,14
2188,14
2512,14
2715,14
2719,14
2774,14
2819,14
3031,14
3112,14
3247,14
3359,14
3382,14
3394,14
4226,14
94,15
164,15
210,15
281,15
301,15
383,15
728,15
733,15
749,15
860,15
943,15
1067,15
1143,15
1232,15
1246,15
1249,15
1486,15
1492,15
1512,15
1632,15
1796,15
1868,15
2006,15
2599,15
3128,15
3135,15
3264,15
4089,15
204,16
228,16
326,16
353,16
489,16
490,16
514,16
798,16
856,16
928,16
940,16
1029,16
1044,16
1278,16
1301,16
1405,16
1418,16
1535,16
1670,16
1840,16
2000,16
2097,16
2495,16
2679,16
2761,16
3279,16
3667,16
3668,16
3681,16
209,17
264,17
296,17
497,17
712,17
1053,17
1097,17
1141,17
1156,17
1281,17
1372,17
1374,17
1557,17
1630,17
1743,17
1812,17
2114,17
2406,17
2851,17
3380,17
4105,17
4111,17
4208,17
152,18
223,18
312,18
380,18
1087,18
1284,18
1403,18
1478,18
1685,18
1711,18
1880,18
2409,18
2546,18
3004,18
72,19
136,19
871,19
938,19
1003,19
1004,19
1082,19
1273,19
1375,19
1681,19
1747,19
1817,19
1826,19
2058,19
2141,19
2541,19
4094,19
645,20
1268,20
1744,20
1827,20
1834,20
2405,20
3087,20
3385,20
3670,20
188,21
585,21
915,21
1139,21
1694,21
1871,21
2605,21
3017,21
3726,21
4137,21
35,22
125,22
137,22
504,22
520,22
717,22
757,22
805,22
1692,22
1706,22
1837,22
1998,22
2133,22
2215,22
2395,22
2543,22
2567,22
2610,22
3656,22
95,23
177,23
318,23
518,23
685,23
706,23
1041,23
1086,23
1091,23
1531,23
1882,23
3275,23
481,24
532,24
638,24
675,24
784,24
998,24
1634,24
1699,24
1807,24
1819,24
1823,24
1879,24
2120,24
2128,24
2785,24
2828,24
3730,24
191,25
1050,25
2131,25
2376,25
2800,25
3677,25
3680,25
3728,25
69,26
1153,26
1655,26
1863,26
2562,26
3037,26
4241,26
123,27
134,27
151,27
201,27
345,27
640,27
1038,27
1076,27
1775,27
2067,27
2416,27
2516,27
3657,27
4084,27
71,28
635,28
1824,28
1993,28
2209,28
2360,28
2735,28
3038,28
3735,28
8,29
48,29
141,29
769,29
1272,29
1499,29
1689,29
1708,29
1800,29
1995,29
2391,29
2393,29
310,30
1018,30
1323,30
1344,30
1472,30
2001,30
2806,30
4101,30
199,31
1092,31
1407,31
2844,31
4107,31
4204,31
361,32
809,32
1057,32
1550,32
1776,32
3039,32
3232,32
3666,32
4213,32
83,33
643,33
797,33
1287,33
1658,33
1680,33
1808,33
1884,33
3370,33
138,34
522,34
1010,34
1266,34
1556,34
1870,34
2119,34
2198,34
4106,34
299,35
866,35
847,36
1006,36
1270,36
1791,36
1792,36
1867,36
2211,36
189,37
664,37
727,37
2135,37
3036,37
588,38
981,38
1084,38
2544,38
3235,38
4216,38
58,39
59,39
60,39
61,39
62,39
63,39
64,39
65,39
66,39
956,39
1528,39
1861,39
3676,39
129,40
528,40
765,40
1140,40
1667,40
1746,40
1818,40
1843,40
1997,40
2601,40
4209,40
633,41
709,41
1028,41
1037,41
2121,41
2482,41
2783,41
3042,41
363,42
1657,42
1836,42
2127,42
624,43
760,43
1415,43
2134,43
2695,43
4243,43
1096,44
1845,45
652,46
1348,46
2538,46
1848,47
1862,47
2513,47
3231,47
4212,47
1000,48
2208,48
3272,48
1716,49
3041,49
843,50
2044,50
2184,50
2214,50
3035,50
78,51
1408,51
1847,51
2191,51
2417,51
3685,51
67,52
1729,52
1735,52
308,53
2621,53
663,54
1347,54
935,55
1704,56
190,57
2359,57
180,58
1416,58
2068,58
2628,58
1866,59
165,61
1049,61
1782,62
3398,63
2730,64
822,65
3727,66
130,67
2043,67
2404,67
192,68
314,68
741,68
1835,68
823,69
1083,69
1713,69
2213,70
2624,70
1051,71
1740,71
179,72
572,72
1496,72
2747,72
516,75
921,75
1253,76
3361,76
1822,77
57,78
654,78
4081,78
526,79
1810,79
1856,85
150,86
1359,86
1360,86
1361,86
1362,86
1363,86
1364,86
1365,86
1366,86
1367,86
1368,86
1376,86
2212,91
157,92
1774,94
3234,94
4215,94
825,97
70,99
1033,100
2132,100
1001,104
195,107
1136,107
1795,107
2782,110
143,117
923,117
2840,120
4109,121
3098,130
3381,135
2394,136
3379,154
573,169
1412,175
149,178
517,178
1783,183
1417,187
1085,199
1857,204
2609,210
389,234
1289,240
4110,295
1381,306
3407,314
2573,355
1778,389
1327,402
126,411
2595,520
920,590
2756,642
4125,679
1451,727
1768,831
820,933
2118,940
2110,951
4126,1098
100,1226
2780,1629
401,1943
821,2238
2781,2484
1546,2630
1851,3184
1526,4000
1132,4117
917,4182
